Date,Status,Fulfilment,Ship_Service_Level,Category,Size,Amount,Ship_City,Ship_State,B2B
2022-06-20,Shipped,Amazon,Expedited,Kurta,S,487,Bengaluru,Karnataka,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,L,491,Mudbidri,Karnataka,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,S,458,Kodavasal,Tamil Nadu,False
2022-06-20,Shipped,Merchant,Standard,Top,L,443,Mumbra,Maharashtra,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,XS,301,Gobichettipalayam,Tamil Nadu,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,XXL,376,Papanasam,Tamil Nadu,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,S,387,Bhiwandi,Maharashtra,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,S,292,Bhiwandi,Maharashtra,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,S,292,Chennai,Tamil Nadu,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,3XL,435,Pimpri Chinchwad,Maharashtra,False
2022-06-20,Shipped,Amazon,Expedited,Top,XL,307,Mumbai,Maharashtra,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,L,441,Hyderabad,Telangana,False
2022-06-20,Shipped,Amazon,Expedited,Set,L,461,Bengaluru,Karnataka,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,S,468,Ratnagiri,Maharashtra,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,M,387,Bengaluru,Karnataka,False
2022-06-20,Shipped,Merchant,Standard,Kurta,XXL,409,Chennai,Tamil Nadu,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,L,416,Karkal,Karnataka,False
2022-06-20,Shipped,Merchant,Standard,Kurta,XXL,457,Cuddalore,Tamil Nadu,False
2022-06-20,Cancelled,Amazon,Expedited,Kurta,XL,471,Hyderabad,Telangana,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,S,431,Hyderabad,Telangana,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,XL,330,Hyderabad,Telangana,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,M,471,Aurangabad,Maharashtra,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,S,292,Nashik,Maharashtra,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,XXL,351,Bengaluru,Karnataka,False
2022-06-20,Shipped,Merchant,Standard,Kurta,S,376,Hyderabad,Telangana,False
2022-06-20,Shipped,Amazon,Expedited,Western Dress,L,461,Hyderabad,Telangana,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,3XL,486,Mumbai,Maharashtra,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,S,435,Hyderabad,Telangana,False
2022-06-20,Shipped,Amazon,Expedited,Set,M,484,Mumbai,Maharashtra,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,M,435,Bengaluru,Karnataka,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,M,301,Radhapuram,Tamil Nadu,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,S,376,Radhapuram,Tamil Nadu,False
2022-06-20,Shipped,Merchant,Standard,Kurta,XXL,369,Mumbai,Maharashtra,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,M,399,Kaij,Maharashtra,False
2022-06-20,Shipped,Amazon,Expedited,Set,3XL,457,Pune,Maharashtra,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,XL,491,Hyderabad,Telangana,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,XL,365,Chennai,Tamil Nadu,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,XS,422,Hyderabad,Telangana,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,XXL,471,Bengaluru,Karnataka,False
2022-06-20,Shipped,Merchant,Standard,Kurta,3XL,422,Pune,Maharashtra,False
2022-06-20,Shipped,Merchant,Standard,Kurta,XL,315,Mumbai,Maharashtra,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,M,435,Hyderabad,Telangana,False
2022-06-20,Shipped,Amazon,Expedited,Set,L,416,Bangalore 560062,Karnataka,False
2022-06-20,Shipped,Merchant,Standard,Kurta,L,338,Bengaluru,Karnataka,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,L,399,Pune,Maharashtra,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,XXL,353,Bengaluru,Karnataka,False
2022-06-20,Cancelled,Amazon,Expedited,Kurta,XL,441,Chennai,Tamil Nadu,False
2022-06-20,Shipped,Amazon,Expedited,Top,XL,443,Baramati,Maharashtra,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,M,431,Urapakkam West,Tamil Nadu,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,L,496,Salem,Tamil Nadu,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,XS,458,Mumbai,Maharashtra,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,S,487,Chennai,Tamil Nadu,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,S,487,Mumbai,Maharashtra,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,XL,387,Kamareddy,Telangana,False
2022-06-20,Shipped,Merchant,Standard,Ethnic Dress,XL,399,Hyderabad,Telangana,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,S,292,Badlapur,Maharashtra,False
2022-06-20,Shipped,Merchant,Standard,Set,L,464,Thane,Maharashtra,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,M,491,Hyderabad,Telangana,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,XL,435,Hyderabad,Telangana,False
2022-06-20,Shipped,Merchant,Standard,Kurta,XXL,376,Pudupakkam,Tamil Nadu,False
2022-06-20,Shipped,Merchant,Standard,Top,XXL,399,Bengaluru,Karnataka,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,XS,335,Mumbai,Maharashtra,False
2022-06-20,Shipped,Amazon,Expedited,Bottom,XXL,331,Mumbai,Maharashtra,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,S,438,Mumbai,Maharashtra,False
2022-06-20,Shipped,Amazon,Expedited,Set,L,480,Pune,Maharashtra,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,XXL,330,Hyderabad,Telangana,False
2022-06-20,Shipped,Amazon,Expedited,Blouse,Free,377,Dhaliyur,Tamil Nadu,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,3XL,431,Thane,Maharashtra,False
2022-06-20,Cancelled,Amazon,Expedited,Set,XXL,435,Hyderabad,Telangana,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,XL,369,Nagpur,Maharashtra,False
2022-06-20,Shipped,Merchant,Standard,Kurta,M,458,Karimnagar,Telangana,False
2022-06-20,Shipped,Merchant,Standard,Kurta,XL,487,Mumbai,Maharashtra,False
2022-06-20,Shipped,Merchant,Standard,Kurta,XL,301,Dahivadi,Maharashtra,False
2022-06-20,Cancelled,Amazon,Expedited,Kurta,XL,431,Hunsur,Karnataka,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,XS,486,Hyderabad,Telangana,False
2022-06-20,Shipped,Amazon,Expedited,Top,M,421,Thane,Maharashtra,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,M,471,Hyderabad,Telangana,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,M,431,Hyderabad,Telangana,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,M,330,Hyderabad,Telangana,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,M,301,Hyderabad,Telangana,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,XS,387,Pune,Maharashtra,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,XS,375,Mumbai,Maharashtra,False
2022-06-20,Shipped,Merchant,Standard,Kurta,XXL,387,Bengaluru,Karnataka,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,XL,471,Pune,Maharashtra,False
2022-06-20,Shipped,Merchant,Standard,Kurta,XS,301,Mumbai,Maharashtra,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,3XL,418,Pune,Maharashtra,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,XL,431,Hyderabad,Telangana,False
2022-06-20,Shipped,Merchant,Standard,Kurta,M,434,Kalyan,Maharashtra,False
2022-06-20,Shipped,Merchant,Standard,Kurta,XL,406,Bengaluru,Karnataka,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,XL,457,Bengaluru,Karnataka,False
2022-06-20,Shipped,Merchant,Standard,Kurta,L,491,Mumbai,Maharashtra,False
2022-06-20,Returned,Merchant,Standard,Kurta,3XL,457,Pune,Maharashtra,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,XXL,387,Pune,Maharashtra,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,XXL,431,Bengaluru,Karnataka,False
2022-06-20,Cancelled,Amazon,Expedited,Kurta,XL,457,Bengaluru,Karnataka,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,XL,468,Nashik,Maharashtra,False
2022-06-20,Shipped,Merchant,Standard,Kurta,XXL,369,Nashik,Maharashtra,False
2022-06-20,Shipped,Merchant,Standard,Kurta,XXL,323,Bengaluru,Karnataka,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,M,387,Bengaluru,Karnataka,False
2022-06-20,Shipped,Merchant,Standard,Top,M,463,Mumbai,Maharashtra,False
2022-06-20,Shipped,Merchant,Standard,Top,L,443,Mumbai,Maharashtra,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,XL,292,Bengaluru,Karnataka,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,M,357,Hiriyur,Karnataka,False
2022-06-20,Cancelled,Amazon,Expedited,Kurta,S,324,Mumbai,Maharashtra,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,L,471,Hyderabad,Telangana,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,L,496,Hyderabad,Telangana,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,XXL,458,Hubballi,Karnataka,False
2022-06-20,Shipped,Merchant,Standard,Bottom,3XL,301,Coramendal Post Kgf,Karnataka,False
2022-06-20,Shipped,Merchant,Standard,Bottom,3XL,301,Coramendal Post Kgf,Karnataka,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,XL,301,Bengaluru,Karnataka,False
2022-06-20,Shipped,Merchant,Standard,Kurta,XXL,457,Vasai Virar,Maharashtra,False
2022-06-20,Shipped,Merchant,Standard,Kurta,3XL,376,Mumbai,Maharashtra,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,L,487,Bengaluru,Karnataka,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,S,468,Bengaluru,Karnataka,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,XS,486,Chennai,Tamil Nadu,False
2022-06-20,Shipped,Merchant,Standard,Kurta,XXL,292,Mumbai,Maharashtra,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,XL,475,Pune,Maharashtra,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,XL,335,Pune,Maharashtra,False
2022-06-20,Shipped,Amazon,Expedited,Top,L,443,Pune,Maharashtra,False
2022-06-20,Shipped,Amazon,Expedited,Set,S,416,Secunderabad,Telangana,False
2022-06-20,Cancelled,Amazon,Expedited,Top,L,443,Pune,Maharashtra,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,M,468,Nagpur,Maharashtra,False
2022-06-20,Cancelled,Amazon,Expedited,Top,M,463,Mumbai,Maharashtra,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,XXL,301,Bengaluru,Karnataka,False
2022-06-20,Shipped,Merchant,Standard,Kurta,XXL,484,Chennai,Tamil Nadu,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,XL,422,Amravati,Maharashtra,False
2022-06-20,Shipped,Merchant,Standard,Kurta,XL,486,Amravati,Maharashtra,False
2022-06-20,Shipped,Merchant,Standard,Kurta,XL,323,Coimbatore,Tamil Nadu,False
2022-06-20,Shipped,Amazon,Expedited,Set,XXL,464,Mumbai,Maharashtra,False
2022-06-20,Shipped,Merchant,Standard,Top,XL,463,Navi Mumbai,Maharashtra,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,L,435,Kalyan,Maharashtra,True
2022-06-20,Shipped,Amazon,Expedited,Kurta,M,471,Musiri,Tamil Nadu,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,S,435,Chennai,Tamil Nadu,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,L,487,Bangalore,Karnataka,False
2022-06-20,Shipped,Amazon,Expedited,Top,XL,301,Mumbai,Maharashtra,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,XL,308,Chinchwad Pune,Maharashtra,False
2022-06-20,Shipped,Merchant,Standard,Kurta,L,308,Hyderabad,Telangana,False
2022-06-20,Shipped,Amazon,Expedited,Kurta,L,496,Hyderabad,Telangana,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XL,471,Butibori,Maharashtra,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,M,353,Pune,Maharashtra,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,M,301,Pune,Maharashtra,False
2022-06-19,Shipped,Merchant,Standard,Kurta,XL,432,Pune,Maharashtra,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,3XL,369,Nashik. Gst No. 27Alxpd3261A1Z9,Maharashtra,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,S,431,Nagpur,Maharashtra,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,S,292,Nagpur,Maharashtra,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XS,487,Kanyakumari,Tamil Nadu,False
2022-06-19,Shipped,Merchant,Standard,Kurta,L,457,Hyderabad,Telangana,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,M,301,Thookkanaikampalayam,Tamil Nadu,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,3XL,399,Mumbai,Maharashtra,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,L,324,Mumbai,Maharashtra,False
2022-06-19,Shipped,Merchant,Standard,Kurta,3XL,310,Mumbai,Maharashtra,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XS,375,Chennai,Tamil Nadu,False
2022-06-19,Shipped,Merchant,Standard,Kurta,L,406,Chennai,Tamil Nadu,False
2022-06-19,Shipped,Merchant,Standard,Kurta,L,315,Tiruppur,Tamil Nadu,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XXL,353,Bengaluru,Karnataka,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XL,441,Hyderabad,Telangana,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,S,308,Vellore,Tamil Nadu,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,M,376,Malad West,Maharashtra,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XXL,301,Sivakasi,Tamil Nadu,False
2022-06-19,Returned,Merchant,Standard,Kurta,XL,376,Pune,Maharashtra,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XL,459,Chennai,Tamil Nadu,False
2022-06-19,Shipped,Merchant,Standard,Kurta,3XL,468,Bengaluru,Karnataka,False
2022-06-19,Shipped,Merchant,Standard,Kurta,3XL,422,Bengaluru,Karnataka,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XS,301,Ullal,Karnataka,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XXL,458,Chennai,Tamil Nadu,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,M,471,Chennai,Tamil Nadu,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XXL,365,Mangaluru,Karnataka,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,S,457,Bengaluru,Karnataka,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XXL,387,Mumbai,Maharashtra,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XL,423,Bengaluru,Karnataka,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,M,496,Hyderabad,Telangana,False
2022-06-19,Cancelled,Amazon,Expedited,Kurta,M,496,Hyderabad,Telangana,False
2022-06-19,Shipped,Merchant,Standard,Western Dress,S,437,Hosur,Tamil Nadu,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,L,458,Karatagi,Karnataka,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,S,471,Chennai,Tamil Nadu,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,M,496,Bengaluru,Karnataka,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XS,422,Hyderabad,Telangana,False
2022-06-19,Shipped,Merchant,Standard,Kurta,3XL,428,Kumarapalayam,Tamil Nadu,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,L,431,Hyderabad,Telangana,False
2022-06-19,Shipped,Amazon,Expedited,Set,XL,481,Dombivli West,Maharashtra,False
2022-06-19,Shipped,Merchant,Standard,Kurta,XL,376,Mumbai,Maharashtra,False
2022-06-19,Shipped,Amazon,Expedited,Set,XS,441,Pune,Maharashtra,False
2022-06-19,Shipped,Amazon,Expedited,Top,L,360,Bengaluru,Karnataka,False
2022-06-19,Shipped,Merchant,Standard,Kurta,XL,335,"Anna Nagar West, Chennai",Tamil Nadu,False
2022-06-19,Returned,Merchant,Standard,Kurta,XXL,292,Nagpur,Maharashtra,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XL,416,Nagpur,Maharashtra,False
2022-06-19,Shipped,Merchant,Standard,Kurta,XL,387,Nagpur,Maharashtra,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XL,387,Bengaluru,Karnataka,False
2022-06-19,Shipped,Merchant,Standard,Kurta,XXL,457,Hyderabad,Telangana,False
2022-06-19,Shipped,Merchant,Standard,Kurta,3XL,387,Bengaluru,Karnataka,False
2022-06-19,Shipped,Merchant,Standard,Kurta,XL,409,Hyderabad,Telangana,False
2022-06-19,Shipped,Merchant,Standard,Kurta,M,387,Hyderabad,Telangana,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,S,487,Pune,Maharashtra,False
2022-06-19,Shipped,Amazon,Expedited,Top,XL,443,Hyderabad,Telangana,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XL,487,Dharmapuri,Tamil Nadu,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,L,487,Mumbai,Maharashtra,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XL,387,Chennai,Tamil Nadu,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XXL,406,Hyderabad,Telangana,False
2022-06-19,Shipped,Amazon,Expedited,Top,XL,367,Tumkur,Karnataka,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,S,292,Akurdi,Maharashtra,False
2022-06-19,Cancelled,Amazon,Expedited,Kurta,S,438,Mumbai,Maharashtra,False
2022-06-19,Shipped,Amazon,Expedited,Top,XXL,301,Pune,Maharashtra,False
2022-06-19,Shipped,Merchant,Standard,Top,M,338,Hyderabad,Telangana,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,S,457,Chennai,Tamil Nadu,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,L,420,Coimbatore,Tamil Nadu,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XL,471,Kovilpatti,Tamil Nadu,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XL,292,Bengaluru,Karnataka,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XL,423,Pune,Maharashtra,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XXL,496,Pune,Maharashtra,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XXL,325,Pune,Maharashtra,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,M,406,Hyderabad,Telangana,False
2022-06-19,Shipped,Merchant,Standard,Kurta,3XL,431,Mumbai,Maharashtra,False
2022-06-19,Shipped,Merchant,Standard,Set,L,464,Chennai,Tamil Nadu,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,L,476,Pune,Maharashtra,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,3XL,416,Pune,Maharashtra,False
2022-06-19,Shipped,Merchant,Standard,Top,XXL,387,Bengaluru,Karnataka,False
2022-06-19,Cancelled,Amazon,Expedited,Kurta,XXL,325,Pune,Maharashtra,False
2022-06-19,Cancelled,Amazon,Expedited,Kurta,XXL,496,Pune,Maharashtra,False
2022-06-19,Cancelled,Amazon,Expedited,Kurta,XXL,325,Pune,Maharashtra,False
2022-06-19,Cancelled,Amazon,Expedited,Kurta,XXL,423,Pune,Maharashtra,False
2022-06-19,Cancelled,Amazon,Expedited,Kurta,XXL,496,Pune,Maharashtra,False
2022-06-19,Cancelled,Amazon,Expedited,Kurta,XXL,301,Pune,Maharashtra,False
2022-06-19,Shipped,Merchant,Standard,Kurta,3XL,301,Pune,Maharashtra,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XXL,369,Coimbatore,Tamil Nadu,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,3XL,301,Chennai,Tamil Nadu,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,3XL,336,Chennai,Tamil Nadu,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XL,406,Chennai,Tamil Nadu,False
2022-06-19,Cancelled,Amazon,Expedited,Kurta,XXL,325,Pune,Maharashtra,False
2022-06-19,Cancelled,Amazon,Expedited,Kurta,XXL,423,Pune,Maharashtra,False
2022-06-19,Cancelled,Amazon,Expedited,Kurta,XXL,496,Pune,Maharashtra,False
2022-06-19,Cancelled,Amazon,Expedited,Kurta,XXL,301,Pune,Maharashtra,False
2022-06-19,Shipped,Merchant,Standard,Kurta,L,335,Vellakoil,Tamil Nadu,False
2022-06-19,Shipped,Amazon,Expedited,Top,M,463,Hyderabad,Telangana,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,S,435,Nathampannai,Tamil Nadu,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XS,301,Sangareddy,Telangana,False
2022-06-19,Cancelled,Amazon,Expedited,Kurta,M,496,Hyderabad,Telangana,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XL,496,Bengaluru,Karnataka,False
2022-06-19,Cancelled,Amazon,Expedited,Kurta,XL,431,Bengaluru,Karnataka,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,3XL,484,Hyderabad,Telangana,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,M,335,Mumbai,Maharashtra,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,S,308,Mumbai,Maharashtra,False
2022-06-19,Shipped,Merchant,Standard,Top,XXL,463,Thane West,Maharashtra,False
2022-06-19,Shipped,Amazon,Expedited,Top,3XL,495,Mumbai,Maharashtra,False
2022-06-19,Shipped,Merchant,Standard,Kurta,M,315,Coimbatore,Tamil Nadu,False
2022-06-19,Shipped,Merchant,Standard,Set,3XL,499,Bengaluru,Karnataka,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XL,431,Chennai,Tamil Nadu,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XXL,496,Dombivli West,Maharashtra,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XL,436,Hyderabad,Telangana,False
2022-06-19,Shipped,Merchant,Standard,Top,M,376,Pune,Maharashtra,False
2022-06-19,Shipped,Merchant,Standard,Kurta,3XL,399,Chennai,Tamil Nadu,False
2022-06-19,Cancelled,Amazon,Expedited,Kurta,M,486,Solapur,Maharashtra,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,M,369,Boisar,Maharashtra,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XL,469,Gajendragarh,Karnataka,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XXL,301,Gajendragarh,Karnataka,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XL,471,Sagar,Karnataka,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,S,292,Secunderabad,Telangana,False
2022-06-19,Shipped,Merchant,Standard,Kurta,XXL,458,Jalna,Maharashtra,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,M,435,Annamalai Nagar,Tamil Nadu,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,S,435,Annamalai Nagar,Tamil Nadu,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XS,422,Annamalai Nagar,Tamil Nadu,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,3XL,468,Mumbai,Maharashtra,False
2022-06-19,Shipped,Merchant,Standard,Set,3XL,478,Mumbai,Maharashtra,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XXL,301,Hyderabad,Telangana,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,S,406,Mumbai,Maharashtra,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XL,301,Chennaichennai,Tamil Nadu,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,M,491,Nashik,Maharashtra,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,M,335,Nashik,Maharashtra,False
2022-06-19,Cancelled,Amazon,Expedited,Kurta,S,292,Secunderabad,Telangana,False
2022-06-19,Shipped,Amazon,Expedited,Top,S,487,Bengaluru,Karnataka,True
2022-06-19,Shipped,Amazon,Expedited,Kurta,L,471,Nallur Kanniyakumari District,Tamil Nadu,False
2022-06-19,Shipped,Amazon,Expedited,Set,S,499,Bangalore,Karnataka,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XXL,441,Shahapur Thane District,Maharashtra,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,L,301,Shahapur Thane District,Maharashtra,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XXL,471,Bengaluru,Karnataka,False
2022-06-19,Shipped,Merchant,Standard,Kurta,XXL,349,Bengaluru,Karnataka,False
2022-06-19,Shipped,Amazon,Expedited,Top,3XL,421,Kelambakkam,Tamil Nadu,False
2022-06-19,Shipped,Amazon,Expedited,Top,M,487,Bengaluru,Karnataka,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,L,416,Hyderabad,Telangana,False
2022-06-19,Cancelled,Amazon,Expedited,Kurta,XL,431,Chennai,Tamil Nadu,False
2022-06-19,Shipped,Merchant,Standard,Top,3XL,331,Thane,Maharashtra,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,L,292,Bengaluru,Karnataka,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,3XL,471,Kaniyur Tiruppur District,Tamil Nadu,False
2022-06-19,Shipped,Merchant,Standard,Kurta,M,458,Pune,Maharashtra,False
2022-06-19,Shipped,Merchant,Standard,Bottom,XXL,301,Mumbai,Maharashtra,False
2022-06-19,Shipped,Merchant,Standard,Kurta,3XL,399,Mumbai,Maharashtra,False
2022-06-19,Shipped,Merchant,Standard,Kurta,XL,491,Rajapalayam Virudhunagar District,Tamil Nadu,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,3XL,486,Bangalore,Karnataka,False
2022-06-19,Shipped,Merchant,Standard,Kurta,XXL,376,Salem,Tamil Nadu,False
2022-06-19,Shipped,Merchant,Standard,Kurta,L,335,Hyderabad,Telangana,False
2022-06-19,Cancelled,Amazon,Expedited,Kurta,XL,469,Gajendragarh,Karnataka,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XS,325,Chennai,Tamil Nadu,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XS,491,Chennai,Tamil Nadu,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XS,341,Madurai,Tamil Nadu,False
2022-06-19,Shipped,Amazon,Expedited,Top,XL,443,Pune,Maharashtra,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XS,432,Hyderabad,Telangana,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XL,441,Thane,Maharashtra,False
2022-06-19,Shipped,Amazon,Expedited,Kurta,XXL,471,Tiruchirappalli,Tamil Nadu,False
2022-06-19,Shipped,Merchant,Standard,Top,XL,487,Hyderabad,Telangana,False
